"","Cost_NoTrt","Cost_Trt","QALY_NoTrt","QALY_Trt","ICER","inc_cost","inc_QALY"
"50",99062.7858044664,99440.3326267106,16.81915918203,17.4287192673331,619.375893118962,377.546822244272,0.609560085303091
"51",77843.9441046162,78120.9020762362,16.0011716575479,16.6044611550723,459.079716713999,276.957971620024,0.603289497524383
"52",111908.310477408,112287.968664433,18.6559456365709,19.3732194550153,529.307186825936,379.658187024688,0.717273818444372
"53",102418.887474228,102782.622272883,19.5406649888887,20.2260397037309,530.709392654251,363.734798654477,0.685374714842187
"54",111815.40334718,112217.327357883,17.8029830767305,18.5622912982184,529.329196403112,401.924010702496,0.759308221487956
"55",105165.249532852,105518.862637162,19.3510679013798,19.9276287530778,613.314454612276,353.613104309945,0.576560851697995
"56",119131.938984747,119567.66544308,17.4622824855997,17.9774740337174,845.756223922342,435.726458332676,0.515191548117635
"57",86605.0859506681,86905.2612685864,17.7356371285417,18.2301622195903,606.99714403112,300.175317918256,0.494525091048644
"58",100842.615597714,101209.78115792,16.9373882660278,17.6401514893369,522.459838573843,367.165560205714,0.702763223309116
"59",91277.8343575944,91597.4552396011,16.5205774530211,17.0619294718466,590.412284228783,319.620882006639,0.541352018825521
"60",75008.4392122734,75283.4760148745,17.3533537758975,17.8020321766654,612.993186501521,275.036802601113,0.448678400767886
"61",110046.440702529,110418.92895541,20.2965344511148,20.938150746353,580.546746779491,372.488252881216,0.641616295238148
"62",98531.1667568492,98869.5620299783,17.4684865472719,18.1492431726184,497.087006618242,338.395273129019,0.680756625346483
"63",126584.270317861,126996.385260708,19.5349580246508,20.2833101062896,550.696594501588,412.114942846616,0.748352081638718
"64",86721.52178846,87058.484671104,15.3035180145202,16.0282595201002,464.942162204861,336.962882643958,0.724741505579972
"65",133545.843685229,134077.201064113,18.9342156834794,19.762704739874,641.357148634842,531.357378884422,0.828489056394616
"66",117440.989977473,117841.029084229,19.9481562045302,20.5643807201182,649.177526431911,400.039106756129,0.616224515588012
"67",86367.6359401709,86662.29227048,18.2938589999068,18.8139625469521,566.533975749568,294.656330309052,0.520103547045345
"68",96234.6552680585,96589.6354167738,16.9369700276572,17.5283248540903,600.282829949054,354.980148715302,0.591354826433115
"69",95694.5660789028,96044.3741548196,17.0394686159638,17.6270276829388,595.358144531326,349.808075916779,0.587559066974976
"70",93431.4635219104,93755.8108955452,19.1819454796787,19.7616948248111,559.461388543386,324.347373634882,0.579749345132385
"71",104452.933082573,104786.710244344,19.6660114720159,20.1861684240817,641.685476749594,333.777161770966,0.520156952065811
"72",120394.639624796,120823.756206791,18.0753834626024,18.7392326439393,646.406735232378,429.116581994691,0.663849181336928
"73",86003.402728655,86319.8358084106,15.7644046713379,16.3461044930821,543.980018434182,316.433079755603,0.581699821744261
"74",84063.361653618,84349.058017909,18.3783004905285,18.9481817320632,501.32614213025,285.696364291012,0.569881241534748
"75",111105.481663123,111492.065435727,17.4926135821928,18.1051827763711,631.085885934396,386.583772604106,0.61256919417826
"76",103943.384692841,104332.112866732,18.8599531950265,19.5399896999698,571.628392101743,388.728173891184,0.680036504943224
"77",86319.1686667173,86674.3335079504,15.6213139543825,16.0406568271909,846.955711574326,355.164841233083,0.419342872808427
"78",86845.8513425438,87148.5887377523,15.7929805338354,16.4881050686166,435.515335829395,302.73739520846,0.69512453478114
"79",91765.3699444951,92075.2144601643,17.8368285560286,18.3733495958698,577.506738153192,309.844515669232,0.536521039841169
"80",105054.024124167,105437.783748601,17.7692246893751,18.4264589630568,583.900809499416,383.759624433529,0.657234273681741
"81",85856.7014940292,86135.7697213955,18.7827201154617,19.2937288294886,546.112462871989,279.068227366282,0.511008714026907
"82",91000.3537458103,91344.5911189602,16.1604839046056,16.8477262758205,500.896608777657,344.237373149852,0.687242371214886
"83",90154.8747242192,90464.7139273489,17.1290560676221,17.7456925318198,502.466560314113,309.839203129668,0.616636464197686
"84",101841.528220934,102222.867773773,17.7714601838091,18.3883045395495,618.210330191203,381.339552838836,0.616844355740373
"85",70848.571547428,71104.6490391879,15.2091762834072,15.8073771433745,428.079444375641,256.077491759846,0.598200859967333
"86",114637.127890927,115020.590653513,18.2951559997868,18.819101586323,731.875164978394,383.46276258587,0.523945586536183
"87",134996.029025758,135458.015441253,18.3752851155678,19.1330759116513,609.649019073189,461.986415494961,0.757790796083441
"88",62325.0033772522,62571.6271921192,15.9404093391559,16.4415888633698,492.086773205279,246.623814866936,0.501179524213821
"89",94520.838895544,94848.8854174025,16.6182192234083,17.2925347466551,486.488165479154,328.046521858472,0.674315523246843
"90",99797.4550411923,100181.22366236,15.712015212367,16.2329595421632,736.678756668032,383.768621167532,0.520944329796208
"91",100310.271787816,100673.451264581,17.4875772542226,18.076531770273,616.651145152814,363.179476765436,0.588954516050457
"92",137992.37607778,138453.133952409,19.568697791398,20.2385348629013,687.865593336826,460.757874628616,0.669837071503295
"93",74541.6111256151,74829.3516970246,17.1275097135636,17.8033422355243,425.757213598892,287.740571409478,0.67583252196065
"94",121183.419704064,121582.040756719,17.4327027051686,18.0705362987005,624.960893714238,398.621052654635,0.637833593531859
"95",117979.722701235,118387.096308727,17.6784721835728,18.2025350122309,777.337344331373,407.373607491885,0.524062828658113
"96",111006.143449658,111440.345013784,19.3631294177248,20.0359536682615,645.341727471611,434.201564126139,0.672824250536689
"97",78586.193450815,78898.1932248839,16.123218011688,16.7675399030974,484.229665682212,311.9997740689,0.64432189140939
"98",94650.9142830004,94972.4071749796,17.5242939602471,18.183092730569,487.998621828262,321.4928919792,0.658798770321816
"99",101200.358573645,101557.6103393,17.3520106591292,17.991321104133,558.807960117977,357.251765654684,0.63931044500379
"100",121295.905902598,121732.889241996,18.1770634408496,18.7630420679505,745.732556082396,436.983339397586,0.585978627100872
"101",127960.086001295,128408.276065402,20.0193581748393,20.6835555083116,674.784497800445,448.190064107504,0.664197333472305
"102",123435.411929866,123902.43451697,18.0173731675154,18.7302775390199,655.098503771402,467.022587104671,0.712904371504472
"103",118984.276192934,119392.052931986,19.6083572421848,20.1738910469703,721.04750521016,407.776739052555,0.565533804785446
"104",97598.0957890004,97929.0937559832,19.178707054834,19.7481901256826,581.225296986505,330.997966982759,0.569483070848591
"105",105292.895525625,105643.995524493,18.9094444469752,19.449701803533,649.875461399186,351.099998867256,0.540257356557724
"106",106246.966053095,106603.902482105,17.2070715480228,17.8054359826066,596.520127834604,356.936429009598,0.598364434583782
"107",91303.150225192,91648.3160464689,18.7011623420851,19.4108238378877,486.380934175513,345.165821276867,0.709661495802614
"108",77441.5242220493,77763.3130194647,15.6920435131704,16.3325331243516,502.410643042185,321.7887974154,0.640489611181229
"109",80250.5566234056,80545.2533045747,17.128256476707,17.7214388870013,496.806169661801,294.696681169036,0.59318241029424
"110",96214.7270078323,96544.1701845302,16.6563538762315,17.3019288509745,510.309707759447,329.443176697925,0.645574974743024
"111",85478.7127303684,85767.8919078053,16.8894524504995,17.4015120656411,564.737325275987,289.179177436934,0.512059615141627
"112",94561.2070878063,94925.5963561549,17.8488453867007,18.619465039418,472.852291092993,364.389268348677,0.770619652717333
"113",99851.6492833208,100179.020806343,16.9129021709498,17.5085626535527,549.594160740787,327.371523022608,0.595660482602927
"114",104522.910968884,104896.819251459,17.2833268635364,18.0065283145639,517.018158693572,373.908282574746,0.723201451027478
"115",96078.2781802411,96421.6512444675,19.1780677269465,19.593466427073,826.610829841046,343.373064226398,0.415398700126428
"116",92050.7915944189,92395.7654208338,17.2582578829086,17.9021017915741,535.803510403459,344.973826414891,0.643843908665559
"117",111605.233472462,111990.110398356,17.6542173564235,18.3024564366681,593.72681719395,384.876925894408,0.648239080244682
"118",92129.2674292307,92443.2687229488,18.9352843712795,19.6328127219288,450.162768905003,314.001293718029,0.6975283506493
"119",92831.2284745434,93146.7946742262,18.4392261761987,19.0314875791219,532.815743395309,315.566199682871,0.592261402923196
"120",109034.943941441,109385.792408083,17.0377549816288,17.6180791066881,604.573291876304,350.848466642332,0.580324125059292
"121",93628.3964409608,93946.4463894257,20.4580871544823,21.1758349730006,443.122138805552,318.049948464832,0.717747818518262
"122",81539.8000185554,81858.1692679185,17.1148640506279,17.6848098186994,558.595689622001,318.369249363051,0.56994576807152
"123",102265.223134414,102610.072114379,17.6454242134075,18.299134010422,527.526100327238,344.84897996475,0.653709797014464
"124",100432.776743476,100799.215655318,17.0785620115268,17.7559378362756,540.968393694616,366.43891184192,0.677375824748793
"125",95871.0814878049,96161.9835291377,17.7007909068615,18.1847305466779,601.112240863569,290.902041332767,0.483939639816438
"126",107311.740634004,107665.44043225,18.2068456718529,18.8871669084307,519.901157319297,353.69979824574,0.680321236577889
"127",129805.319531619,130284.124083938,20.3897560489169,21.0195939024193,760.202883419912,478.804552319591,0.629837853502476
"128",112220.036258226,112588.363008618,19.8179706734029,20.6352022232792,450.700600640898,368.32675039192,0.817231549876254
"129",104066.314638481,104407.134976818,20.3072079609248,20.8185088193922,666.574938595131,340.820338336562,0.511300858467425
"130",98814.4014640073,99180.3304934674,17.9859133268826,18.587392214507,608.382167669051,365.929029460123,0.601478887624435
"131",102137.078712854,102496.775710139,18.8190931959864,19.4458082997995,573.94020839248,359.696997285238,0.626715103813158
"132",135095.780654347,135584.279774946,18.5758320905034,19.1888279005088,796.904501835722,488.499120599765,0.612995810005433
"133",99109.7774301864,99481.7826088085,18.2142743792397,18.7686556925994,671.02762964291,372.005178622072,0.554381313359684
"134",86117.1519884172,86437.0871902522,17.4487600266385,18.1241476977305,473.706014380986,319.935201835033,0.675387671091968
"135",82364.3945422579,82700.830675413,15.5930993591136,16.3257338371312,459.214169206788,336.436133155119,0.732634478017639
"136",92269.8738170224,92590.9039146792,17.8563523557391,18.4256039769273,563.95113462605,321.030097656811,0.569251621188211
"137",94453.2132635813,94766.0959716749,19.3973011260006,19.9268622145393,590.834022486432,312.882708093603,0.529561088538681
"138",128335.911915852,128844.67521822,16.5322986477762,17.1996516947647,762.360050147021,508.763302367908,0.667353046988485
"139",96124.9469684581,96513.7817979026,16.969688518707,17.6352366647845,584.232458216868,388.834829444517,0.665548146077466
"140",71007.8321900136,71246.3011143184,17.1593637608407,17.6860725770359,452.75286262997,238.468924304805,0.526708816195168
"141",86641.9135526492,86950.6230639277,17.968589657192,18.5477207184125,533.056387319248,308.709511278532,0.579131061220444
"142",104867.414037985,105236.100204155,18.811731176191,19.4524237037055,575.449455608091,368.686166170432,0.64069252751457
"143",81408.0936291273,81695.1568859982,17.1856631179251,17.7754468588303,486.726298067087,287.063256870984,0.589783740905279
"144",81030.4060616943,81299.078697474,18.9315116048946,19.5934341330741,405.897403913233,268.672635779745,0.661922528179506
"145",102169.650527246,102531.679284612,16.2123240741798,16.8650959581955,554.602252686001,362.028757365188,0.652771884015692
"146",84659.6040536295,84930.3655008824,17.7575584193067,18.2062326696311,603.469994226571,270.761447252895,0.44867425032443
"147",100740.529113969,101095.211139266,17.1266862921972,17.8091387917058,519.716794285958,354.682025297006,0.682452499508518
"148",105839.056102151,106176.696423366,19.0579709256186,19.468362557554,822.727109767962,337.640321215178,0.410391631935411
"149",74711.4393834254,74980.9166705069,15.5281227052317,16.1591600224838,427.038591402226,269.477287081565,0.631037317252073
"150",86532.7829176332,86841.6928887001,17.186223882603,17.794226520529,508.073405932344,308.909971066882,0.608002637925939
"151",96216.5422052262,96556.1936742761,18.7558889056619,19.5769878299431,413.654748539893,339.651469049903,0.821098924281166
"152",73055.8746901492,73331.6201519296,17.7134631953152,18.5164603567258,343.395313248771,275.745461780461,0.802997161410584
"153",79817.4347451617,80104.123064685,16.1101825610994,16.710205676238,477.795458691813,286.688319523309,0.600023115138541
"154",71691.0147672653,71946.4543745469,17.9987426660633,18.4695081194245,542.604826793777,255.439607281543,0.470765453361192
"155",93194.5216882165,93527.0563659717,17.8422284830965,18.3196529040053,696.517947536693,332.534677755277,0.477424420908779
"156",100228.615755114,100617.397319163,18.8492234097567,19.4626974165165,633.737631530043,388.781564049175,0.613474006759759
"157",139024.915485993,139484.709992177,18.8698264372663,19.6718583614822,573.287037960818,459.794506183738,0.802031924215882
"158",136728.479815785,137246.098731521,17.1406125151153,18.135921955588,520.058280055744,517.618915735482,0.99530944047271
"159",102640.074941384,103010.320654789,17.0654534270972,17.8015238377777,503.003120398417,370.245713405238,0.736070410680504
"160",108140.388641188,108537.006830901,19.6915085337901,20.2949306173934,657.281528948922,396.618189712346,0.603422083603338
"161",103094.789887551,103470.889060774,18.7478436107431,19.5801965598178,451.850592517837,376.099173223367,0.832352949074689
"162",93844.7594254554,94242.7628031229,18.3025282268602,19.0353030503231,543.145540654135,398.003377667497,0.732774823462904
"163",94611.1792618402,94947.9938928366,17.1517159869707,17.6208053386191,718.018070145455,336.814630996349,0.469089351648375
"164",85260.7702855192,85542.7873754796,19.0867799265036,19.6845783396224,471.759515869367,282.017089960384,0.597798413118763
"165",92573.2901978712,92898.4906455064,18.7096557879532,19.3178643728427,534.685724132473,325.200447635216,0.608208584889475
"166",94206.2159752075,94496.1676253128,20.6838569867694,21.0336368626668,828.954637145515,289.951650105286,0.349779875897344
"167",96092.2105804539,96451.1998203165,18.9876584202519,19.4842730376807,722.872882238374,358.989239862523,0.496614617428882
"168",72581.6374550754,72855.9414057482,16.9670541880494,17.4934265375337,521.121504466466,274.303950672795,0.526372349484276
"169",89033.4147822224,89312.7748015952,17.9220215765206,18.6890892575713,364.192138808531,279.360019372747,0.76706768105068
"170",120899.968821135,121321.897631293,18.5461333065743,19.2910985570093,566.373813962906,421.928810158715,0.744965250435023
"171",113232.51312501,113594.427072688,19.650679319508,20.2222932469783,633.144033559484,361.913947677342,0.571613927470327
"172",110120.594508149,110490.622654972,18.3212158551012,18.7546798726183,853.653664133246,370.028146823417,0.433464017517132
"173",113313.700983509,113680.068679096,19.912585213302,20.421678037877,719.648122901068,366.367695587804,0.509092824575003
"174",102651.623594566,103004.236763449,18.8095654890616,19.5829555465141,455.931861918517,352.613168883589,0.773390057452502
"175",73425.4970790969,73676.4879146679,16.6754336221637,17.2185832715889,462.102545470825,250.990835571007,0.543149649425278
"176",104070.433443014,104405.079349354,18.8884743627433,19.4818218635862,563.996487497212,334.64590634068,0.593347500842963
"177",109010.922774722,109382.055791759,19.2822489739525,19.9103305659801,590.899369998926,371.133017037035,0.628081592027605
"178",92510.5235876405,92825.6803774286,19.1836726905305,19.6651746539905,654.52856624575,315.156789788016,0.481501963460044
"179",81260.437229521,81550.2509246891,17.4144056798432,18.0120572026418,484.920867951513,289.813695168064,0.59765152279865
"180",102455.303026127,102792.7302756,20.4285712056465,21.0828854168866,515.69604278259,337.427249472938,0.654314211240113
"181",124869.746815894,125319.016322438,18.7937597184022,19.4689186121378,665.427813678642,449.269506544166,0.675158893735592
"182",99529.5463851724,99865.8803887231,19.4455586957694,20.0797547637151,530.331265913153,336.334003550786,0.634196067945698
"183",106589.663605731,106967.439441599,20.019199421513,20.7179644858334,540.633547893793,377.775835867811,0.698765064320472
"184",79408.1961338517,79762.349124864,16.1827025451931,16.8318662251132,545.552688739355,354.152991012306,0.649163679920029
"185",104958.884196665,105342.801569344,17.4725031868034,18.2699252032311,481.448172699888,383.917372679774,0.797422016427696
"186",83299.2751899358,83598.4615313791,15.7533166891839,16.2003458127942,669.277068632575,299.186341443274,0.447029123610275
"187",64027.5130905911,64221.0285729162,18.2933475813617,18.6449115236386,550.44178043921,193.515482325129,0.351563942276908
"188",125652.218268317,126143.574006592,19.2224007990101,20.0052028281157,627.688380977665,491.355738275292,0.782802029105547
"189",106617.791497441,107011.524880335,19.379482424517,19.9257501536241,720.769984962647,393.733382894119,0.546267729107122
"190",136099.16440715,136574.656466488,19.1416610092295,19.9819649659954,565.857218104324,475.492059337586,0.840303956765862
"191",124353.503277003,124761.740932126,20.4451789376255,21.1944603666561,544.838880700546,408.237655122706,0.749281429030543
"192",89608.1502887321,89956.9816864574,19.228511944905,19.7420956390981,679.210422117086,348.831397725313,0.513583694193049
"193",79016.891307266,79277.8261854889,18.7703906759245,19.1705748969487,652.036898294406,260.934878222964,0.400184221024173
"194",85176.3143902977,85468.5286646358,17.8382544003083,18.4063907377934,514.338293571519,292.214274338054,0.56813633748509
"195",91868.6550758515,92173.7684768389,18.7736114301671,19.3736482684587,508.491115072526,305.113400987451,0.600036838291526
"196",88807.3626187425,89132.8167676922,17.7911395799732,18.4561853701499,489.371038441156,325.454148949691,0.665045790176702
"197",112087.99311169,112509.369528737,16.6747034448215,17.4224632972394,563.518375162199,421.376417046049,0.747759852417879
"198",104042.784550625,104396.849885987,17.3371007714686,17.816974592821,737.830070338571,354.065335362058,0.479873821352371
"199",89872.5482109978,90219.0116064588,18.2123806504654,18.8013402650102,588.263417227224,346.463395460974,0.588959614544837
"200",126644.795035371,127118.994968089,19.2864187002658,19.9308636734838,735.826878050552,474.199932718344,0.644444973217961
"201",122434.657201104,122857.903433419,18.8117865018968,19.5766104051783,553.390434712016,423.246232315068,0.76482390328146
"202",121590.256442695,122026.624968015,18.8907502963855,19.557285196382,654.682185917143,436.368525319791,0.666534899996527
"203",81381.2144548819,81673.1213592637,15.8284756175611,16.5138932550225,425.881810487004,291.906904381816,0.685417637461471
"204",100795.218829066,101109.513701826,19.7157414367394,20.14775291376,727.515099661509,314.294872759579,0.43201147702063
"205",91627.1256401768,91974.0273523051,17.4363252036667,18.0598155154753,556.386692075497,346.90171212831,0.623490311808606
"206",86558.0003853118,86869.108160885,17.3119427647202,17.8698594089435,557.624116065385,311.107775573138,0.557916644223219
"207",129662.572453584,130089.653799403,20.0397564587922,20.6005240858619,761.601285812844,427.081345818486,0.56076762706968
"208",137376.608208359,137939.347072675,17.4286909982383,18.2214098641944,709.884535973169,562.73886431643,0.792718865956111
"209",92784.330768049,93128.3283225257,18.5350498480069,19.2011831974994,516.409446755432,343.997554476795,0.666133349492558
"210",121401.290457566,121826.68095744,18.9919389579449,19.6856099058886,613.245373956083,425.390499874236,0.693670947943751
"211",89934.0475381688,90262.3930544883,14.992197638927,15.7896241810405,411.756442730466,328.345516319518,0.797426542113516
"212",111017.080051071,111465.182922644,17.0041255726436,18.1500547074745,391.038902802208,448.10287157337,1.14592913483093
"213",86662.9391817211,86980.0143117498,16.1632372116385,16.763722900104,528.031119007866,317.075130028621,0.600485688465451
"214",84438.829599859,84713.4366075546,18.0376242034922,18.5283899506517,559.54803138762,274.607007695595,0.490765747159539
"215",73837.7489290868,74089.534656905,19.0803372109673,19.573243874354,510.818267475111,251.785727818133,0.492906663386702
"216",71259.2733887261,71534.3140443256,17.3089466534104,17.7981867945246,562.179249995887,275.040655599456,0.489240141114188
"217",105011.723160611,105346.759312249,18.3375346938541,18.8163655823353,699.696196920533,335.036151638342,0.478830888481152
"218",108812.459575539,109141.515565852,17.9256671907447,18.4601838532418,615.614092881871,329.055990313398,0.534516662497101
"219",103520.974739488,103935.091608858,17.8329239231448,18.5643109013492,566.207605153812,414.116869369769,0.731386978204352
"220",100470.74943773,100809.642791224,18.1491411811423,18.8730092116392,468.170079651087,338.893353494612,0.723868030496906
"221",107772.01890417,108106.923871934,19.6044603156841,20.1508049194836,612.992176429265,334.904967763447,0.546344603799511
"222",75753.7816389221,76016.2455983769,18.659249760246,19.1091696057526,583.357151448278,262.463959454792,0.449919845506621
"223",108959.562962834,109396.058082972,16.992992960731,17.8406600364248,514.936975440246,436.495120138046,0.847667075693806
"224",101781.036503882,102135.083201371,18.1583486155516,18.7190338360935,631.453593778151,354.046697489466,0.560685220541881
"225",104429.676799661,104814.733634504,16.3481747335784,17.111796331265,504.250843624722,385.056834843563,0.763621597686672
"226",96233.8729294568,96535.2627259127,18.5733600012271,19.1200832578867,551.26573231463,301.3897964559,0.546723256659611
"227",77052.6472426813,77312.9959276013,15.7769773145831,16.357475037332,448.492172694683,260.348684919983,0.58049772274893
"228",117205.53270668,117642.04744736,18.6800698606603,19.3693845930329,633.258974717614,436.514740679995,0.689314732372562
"229",80283.4089934089,80532.273688285,16.2285940218098,16.7396518983622,486.959904727126,248.864694876014,0.511057876552421
"230",117699.870004758,118116.553012674,19.4776732418379,20.0396868139956,741.410934821382,416.683007915781,0.562013572157749
"231",135761.768504645,136260.94276072,17.1572228222426,17.9585340828566,622.946763149467,499.174256074708,0.801311260613996
"232",128601.251356546,129055.001576745,20.1584911462677,20.954718132211,569.875460402227,453.750220199101,0.796226985943274
"233",99171.3759451115,99527.9066887579,19.1247698681747,19.6405071960279,691.302964496319,356.530743646334,0.515737327853209
"234",105523.828482017,105875.341511901,18.1805300791993,18.6678244331008,721.356664753023,351.513029883368,0.487294353901504
"235",129902.069452475,130396.423008286,18.1872257570385,18.8930185154211,700.423105704559,494.353555810128,0.7057927583826
"236",106729.964304067,107108.133536668,17.3947628621947,18.1178032743529,523.026412136532,378.16923260082,0.723040412158195
"237",85958.016914383,86270.6715533354,17.3352285087447,18.0300094374839,450.00463602213,312.654638952401,0.694780928739199
"238",101261.239292958,101637.290003907,19.6917865937412,20.2856662680763,633.210273394159,376.050710948984,0.593879674335135
"239",118639.836745475,119080.794518535,18.0713604399051,18.6926605139523,709.733977959227,440.957773059883,0.621300074047202
"240",99217.3592423292,99596.7093305145,16.7151877619903,17.6359758758432,411.984128029206,379.350088185354,0.920788113852925
"241",102715.930081026,103070.335965634,19.1059584786031,19.699659041837,596.943824134788,354.405884607855,0.593700563233956
"242",90924.4817518454,91254.1984669243,17.6083497693332,18.1540921549909,604.161823864071,329.716715078903,0.545742385657729
"243",105682.930450571,106057.87323999,17.3055605015636,17.8728359676321,660.953649233345,374.942789418492,0.567275466068455
"244",86740.1003707723,87053.2428490382,16.912907070438,17.6265406535491,438.800086874775,313.142478265901,0.713633583111086
"245",89258.0985999858,89542.3136147984,17.8270955313766,18.376822929838,517.010823197337,284.215014812624,0.549727398461332
"246",93504.083075188,93831.0973024585,16.9534939036148,17.3984231309605,734.980323098217,327.01422727044,0.444929227345778
"247",90043.5789113756,90382.2850290318,15.8061086175429,16.4788504109982,503.471199427923,338.706117656242,0.672741793455319
"248",103742.250154323,104126.018537431,16.7243661999958,17.5978283828478,439.364623497157,383.768383107788,0.873462182852034
"249",101055.665547674,101387.316169703,17.6331350960522,18.0677730434002,763.050313607189,331.65062202944,0.434637947347952
